patient_id,first_name,last_name,date_of_birth,age,gender,address,city,state,zip_code,phone,email,ssn_hash,registration_date,is_deceased,date_of_death,chronic_conditions,is_phantom
PAT000105,Valerie,Vance,2013-11-29,12,F,3562 James Tunnel,Griffinside,ID,87039,+1-406-656-9264x3624,gary86@example.net,13c278002075b6b04cecab49ca52e93bafb27913691246c311f1d0071a214df9,2022-06-07,False,,[],False
PAT000106,Anne,Fisher,1974-01-09,51,Other,9564 Rocha Island Suite 977,East Charlotte,NM,69189,225.346.9358,taylorwilliams@example.net,a209a975bc33f038cb420b217d8df5169e17cfa4571c71fb82142c3c3256f318,2024-04-12,False,,[],False
PAT000107,Robert,Torres,1999-01-07,26,M,465 Danielle Creek,South Christopherview,TX,40253,576-523-8338,patriciarandall@example.net,c2ffd3ae6dc34ac246d942833f2b3aeeb9a58e5570738c95e475bec8e311b992,2022-02-24,False,,[],False
PAT000108,Mercedes,Fritz,1972-04-16,53,Other,19467 Davis Shoal,Port Jamesmouth,MP,52714,+1-806-507-2316,keycynthia@example.com,d20a8f052b376dafdf2b1ba363897753eaf810805ef50c9605afc3e610a7cfdc,2023-01-07,False,,[],False
PAT000109,Kevin,Trujillo,1990-06-08,35,M,973 Smith Court Apt. 060,West Pamelaburgh,CT,22913,001-999-337-9180x91862,tgreen@example.org,9aa03955fbd6363b408d923bb9366d783864412f92d3d8b50d106014f32d1fd7,2023-01-17,False,,[],False
PAT000110,Joseph,Sharp,2025-01-13,0,M,7724 Michelle Via Suite 801,Lake Scottshire,ID,28789,435-601-4601x53881,gdavis@example.net,e4f2298c794439528329980e0951350e65a23fb3360cf81a43c0bab89949722c,2025-02-25,False,,[],False
PAT000111,Lisa,Dickerson,1955-04-01,70,F,607 Williams Oval Apt. 388,South Charles,IN,89623,791-309-3760x3160,cconley@example.org,2d0d833c5e93cee9e32ae2763d19b8d589e42a0813c7c2e6c78e3d898f0d2502,2023-11-19,False,,[],False
PAT000112,Brenda,Davis,2012-12-07,13,F,57847 Samantha Common Suite 130,Williamsport,FM,63758,(541)876-5173x332,meganbanks@example.net,cf2e0e9578f4fa257541a4f402722f48dc32621ea5b56763f4e6332c0afba9cf,2025-11-26,False,,[],False
PAT000113,Jennifer,Lin,2006-08-23,19,F,7115 Patterson Fords,Romanchester,UT,99158,(626)533-8617x417,wreid@example.net,06f3c4d9cc5d983fe63d1dfd87b30c66b6af1e369602057bc3e79ca0f049abaf,2022-02-15,False,,[],False
PAT000114,Lauren,Garcia,2007-05-22,18,F,37117 Freeman Mountain,Port Patriciaville,NE,13799,290.749.5507x195,allenaaron@example.org,01cb89ba30cc7e947462e00b21267dff19647f72b93a240ddf591b86d3fb2f8e,2022-12-02,False,,[],False
PAT000115,Lori,Gonzalez,1940-12-12,85,F,90477 Ball Flats Apt. 473,East Brandon,CT,18387,704.576.4321x254,evelyn32@example.com,ae9cf02dc5f3ac8e7ce5baab38661434d65483f39b416aadee1897ae62d25705,2024-11-18,False,,[],False
PAT000116,Jimmy,Harrington,1992-11-09,33,M,24241 Travis Well,Lake Sharon,SC,69052,+1-799-579-1190,hernandezcatherine@example.com,42cfd562118e74187f98a9cca16577a392bb6e2dbe7928a6d48fe998d8139452,2024-02-28,False,,[],False
PAT000117,Sarah,Foley,1958-09-08,67,Other,31443 Anderson Haven,Jessicafurt,PR,42119,(621)544-3940x2206,monica10@example.org,ea8fb247b4cbb893fddac6b7ed475f683bbb686df5766f370cba089a5f255093,2021-07-09,False,,[],False
PAT000118,Bradley,Neal,1969-08-17,56,M,593 Walker Meadow,East Lindseyside,MP,91834,662.404.5782,garybrown@example.org,be27d0ccc28e90c5d40a864a11fb31885fe3c11107063662a46635941438abae,2025-03-18,False,,[],False
PAT000119,Karen,Jarvis,1954-10-27,71,F,255 Norton Shoals,Lake Daniel,MA,62459,+1-864-213-2958,vtyler@example.org,ea683fbe2e5cf2c8350372c0f5d48163a0a11c6bdede2acd9b1f2ca0db5c55c1,2024-11-04,False,,[],False
PAT000120,David,Shaffer,1968-06-30,57,M,109 Thompson Manors Apt. 162,Port Danaport,VT,71177,681-495-6201,jstephenson@example.com,d359b28abe006b19c714152f2feb547c77e2f6ab3f141f0577aabc157fbbcbdd,2025-04-29,False,,[],False
PAT000121,Damon,Rodriguez,1988-07-03,37,M,86601 Norton Shore Suite 791,Bellhaven,NE,12789,607-611-8666,jennifer93@example.net,bdb291a86b905caea3f3b84650f2bac1bf00e857cfce0fd7b5e4389108aedb0b,2023-06-08,False,,[],False
PAT000122,Laura,Walker,1958-07-30,67,Other,973 Ann Extensions,Port Johnland,MP,84165,(449)840-9973x38397,bsmith@example.net,00118c31dd012044280401edc3484e27f2802fe85b97f06e4f48947766570dd5,2024-12-09,False,,[],False
PAT000123,Denise,Jones,1982-09-27,43,Other,11313 Tammy Lights,West Wendy,VA,80137,638.983.6005x3722,davidhensley@example.com,584fa0be1ed441fcaceea2c8bb54ba4404558d3e6ebd326ed2db835536fa8f16,2025-01-23,False,,[],False
PAT000124,Michelle,Hood,1997-02-20,28,Other,41318 Donald Radial Apt. 889,East Jamesbury,CT,32509,744.247.1077x4241,jeffreywise@example.org,a34f763eb2868d00536f31db4d1f514e0d416b27e69a13754bcb8f53caf90526,2024-11-27,False,,[],False
PAT000125,Dwayne,Jones,1998-03-06,27,M,4225 Bullock Turnpike,Port Beth,WI,18210,(783)903-3882,allenerin@example.net,afbd22e44a88a1a4c0f1e586d1bfa368ae30587bc51280c89f0ca3c0cb241eb6,2023-11-29,False,,[],False
PAT000126,Keith,Melendez,2006-10-11,19,M,923 Maria Hill,Dylanview,OR,80510,384-359-2674x58123,robinsonjohn@example.org,90ded27be7c1f5108b49aefb38f524801910d10963e3c6b04e8abeda07b60aae,2021-05-06,False,,[],False
PAT000127,Nicholas,Ferguson,1977-09-06,48,M,60930 Melton Stravenue Suite 123,New Jeffrey,VT,25850,6989747275,amandarusso@example.com,39be6433a8e72236e4efa599b3a0ff8f35d6942c97bda0a54f68f13a0587fdf9,2021-12-19,False,,['hypertension'],False
PAT000128,Lisa,Ford,2001-12-12,24,Other,0186 Ayala Ferry,Lake Dawnberg,SD,15968,001-657-475-2091x55090,justin84@example.com,627b90b95179899a2d7cc46c4ddb270c59cf1c1d8748500c32d54766457b7744,2022-04-23,False,,[],False
PAT000129,Stephanie,Wagner,2025-07-10,0,Other,3831 Jennifer Pike Apt. 259,New Kayla,MD,46245,311.346.6310,ramirezlindsey@example.org,340e6c59689b132d78ac13dff39c2c729869c57774cc2eb0027b1861bb690769,2024-10-27,False,,[],False
PAT000130,Jamie,Edwards,2005-08-19,20,M,1822 Amanda Stravenue,Davidmouth,TX,37572,760.561.1897,jasonbrown@example.org,47ff40e560a5e216e49e0d580d0f8f3a2a7a48951c52040b3013aec62c735cff,2025-04-15,False,,[],False
PAT000131,Mikayla,Ramirez,1942-10-10,83,F,7657 Delgado Expressway,West Meredith,RI,38648,(830)225-4282,chelseagarcia@example.com,3fdc79312c3ac9afafd1973059f5a6bd56b9afca346a81e89238ddb62c3c0377,2022-07-09,False,,[],False
PAT000132,John,Garcia,1942-07-08,83,M,11779 Gabriel Knolls,Wongburgh,DE,23851,(628)659-9719x938,psmith@example.net,e643b7226b5b52dcb512fa5bad37e336d5f65e2ddb6ca722e01e687a2689bcb7,2023-07-02,False,,"['hypertension', 'diabetes']",False
PAT000133,Tina,Mitchell,2021-02-02,4,F,9226 Derrick Cove,New Amberfurt,NV,43330,886.615.1098x92678,amandayoung@example.com,560357330a20951e897493c67b535f79de1c1111449485e6c3c92336cb7f1d94,2024-05-01,False,,[],False
PAT000134,Jose,Gordon,1980-08-01,45,M,68611 Barnes Manors,East Shane,NH,88408,483.200.4376,anthonyvillegas@example.org,46bb6148deee939caef47db2294ac02d3eb4c11da92cc9a75936085ca8ccf14f,2022-04-17,False,,[],False
PAT000135,Zachary,Roach,1953-08-19,72,M,075 Peterson Summit,Fischerstad,PR,75296,+1-804-770-9858x30217,kaitlynsmall@example.net,00ce82e6d7d868267507036c000e07bf874e74cf5f5f039b37a4e4370e3ccf18,2021-12-18,False,,[],False
PAT000136,Erin,Pitts,1992-08-05,33,Other,97234 Tammy Burgs,South Ryan,SC,73602,4066875924,alvaradothomas@example.net,52e829e7bc5c1894545476feb86cd75691184aed63b2493fc4cbd768c12424ed,2025-03-21,False,,[],False
PAT000137,Jonathan,Lowe,2007-09-05,18,M,88954 Summers Keys,Perryhaven,SC,18595,001-924-421-5424x9117,carrolljenna@example.org,f25327ad0c9b50c854409f49f6176014f7b34952186370a6417105d90fd6427c,2023-10-16,False,,[],False
PAT000138,Maria,Ball,1964-10-03,61,Other,591 Richardson Motorway,Lake Crystalshire,DE,30231,5145537637,brianna08@example.net,a4e327a6b88a8e54493772a60bb288f638cb03880f9195dbf8437437db3c43f3,2022-10-16,False,,[],False
PAT000139,Ashley,Johnson,1991-02-01,34,F,9057 Clark Burgs,Shannonstad,WI,04513,482.577.9636x2917,josekelly@example.com,d53de6a5c9021556543d8e4726dc7b1e2e1f69fba639ad13405a685499fe9e16,2024-04-04,False,,[],False
PAT000140,Meagan,Munoz,1996-06-03,29,F,598 Cynthia Radial Suite 324,Normashire,MO,37540,811.816.3781,christopherfrederick@example.com,ea1a7cf0ad48bdcc79bea06b90139a964b01c1f71e54218bade45853f4acae34,2025-04-03,False,,[],False
PAT000141,Mary,Curtis,1958-10-22,67,Other,13183 Jessica Hill,East Jason,ME,22269,(507)687-4440,charles45@example.org,ffc12be33054411432c0d51fbada040d4057d5ee224012d8a07f2139d7e4d429,2022-02-21,False,,[],False
PAT000142,Dustin,Roy,1953-04-16,72,M,245 Barry Path Suite 765,Weissside,NJ,98634,+1-688-581-6306x550,hallbryan@example.com,cca385d383c7cee0712c2e8a9b2b9ea69355c4ea3bb2b18c210e1f9f7f573141,2021-01-24,False,,['hypertension'],False
PAT000143,Suzanne,Price,2015-02-28,10,F,4706 Stephen Ports Apt. 946,Stewartview,VA,85055,001-885-327-8764x2371,qfrank@example.org,68195755ea9eb2a1fdf87858499dedc57b393e062d95209055257225fbff4fc6,2025-03-15,False,,[],False
PAT000144,Beverly,Calderon,2000-08-24,25,F,6758 Mcguire Loop Apt. 283,North Tannerport,RI,07007,001-805-665-4364x1248,breannawilliams@example.org,b3593e634e89166f4e13ab8d053d0d739a7e94272954fb08190051f9e674bd27,2023-08-21,False,,[],False
PAT000145,Richard,Weaver,2011-05-30,14,M,29507 Graham Summit Apt. 525,Christopherbury,CA,91634,+1-355-553-1951,freyroy@example.com,f66eaac9b35e19d7b984cbab782e59936a3020201e2420bee446cdfa726a535f,2022-06-25,False,,[],False
PAT000146,Katie,Gibson,1992-08-29,33,F,9045 Cathy Expressway,Gloverhaven,MO,84543,001-387-599-3196x051,hunterrobbins@example.org,9c7162fd2402a8dc0a973b9c7d35669d3a402d6bae5f2d1c79393a203f76bce9,2025-05-09,False,,[],False
PAT000147,Tina,Moore,1999-10-02,26,F,09265 Erica Ramp,West Andrew,VI,69176,3489826319,crystal03@example.org,8f2082b06972367c4c7a3bf51b874e622573d4916bf3cf76eb067242b82fb404,2023-07-17,False,,[],False
PAT000148,Michael,Wall,1970-05-23,55,M,75118 Gabriel Ports,West Chloemouth,PA,24983,(955)413-7315x324,oliviaowen@example.com,3bad11a6a6440c16af7fd5df917a6fc8fd20275b125d98af25f2cc91e275e872,2024-08-05,False,,[],False
PAT000149,Sabrina,Hawkins,2024-03-01,1,F,2486 Nunez Camp,Tinaton,FM,36104,(736)704-5443,butlerbradley@example.net,348495e72ce6935e2017fcf2b33295abccfd36bf084e22a5b49d0cbd7405cffd,2021-07-28,False,,[],False
PAT000150,Theresa,Jackson,1981-12-27,43,Other,7593 Carter Glens Apt. 196,West Matthew,KS,00685,457.875.9510x432,ufisher@example.com,5365ca9c3b09c1b3c2235deb393525a98f455b8164ed5400f726b766bada0789,2021-12-07,False,,[],False
PAT000151,Wayne,Richards,1978-12-02,47,M,8629 Jennifer Ports Apt. 308,Smithborough,MT,61064,992.895.8277,tsmith@example.net,7f32075e0b2da337557742053b194fd066f6f9fe70b951d839ae9d55c775567c,2022-11-25,False,,[],False
PAT000152,Laurie,Calhoun,1971-09-16,54,Other,469 Hogan Tunnel,Nicholaschester,NV,85173,+1-727-246-9472x94049,vaughnamy@example.org,c5e06eb4232d068857a441f69b817710092c68f79abd3e3e4e0607151b0d9c49,2021-11-03,False,,[],False
PAT000153,Tiffany,Gibson,1973-03-10,52,Other,248 Lynn Pines Suite 264,Rodriguezfurt,SC,84253,250.693.1945x3295,maria00@example.net,6398fab3ccd9eb10d7367bd008cd04f9ca38024e976c67ff10b489e6b2b8b46a,2025-01-22,False,,[],False
PAT000154,Mackenzie,Green,1937-12-25,88,F,7918 Jason Station Apt. 312,Port Anthonyshire,WI,46613,574.603.6984,kgomez@example.org,ad424cdd2482587dfac9529cd26cb0133901500588ca0b731ea98de0ed45f851,2025-02-24,False,,['hypertension'],False
PAT000155,Daniel,Lewis,2013-07-03,12,M,7323 Choi Lock,South Carmenhaven,CT,29397,001-714-707-8501x864,collinsjillian@example.net,422e21e179b27e19d2087f173029ee508c87ccc4bea2181f024c532d34b155f6,2023-07-15,False,,[],False
PAT000156,Mariah,Miles,2022-06-14,3,F,550 Ramirez Ranch Suite 734,East Jamesshire,NJ,86713,(707)893-4962,melendezjonathan@example.net,85dfb7e7eaae840b9a9e7a4ac735c27f6cc4957324becfcb9a8519e352b1792e,2023-12-04,False,,[],False
PAT000157,Cody,Ramirez,2013-10-14,12,M,017 Park Oval,Silvafurt,NM,58668,519.518.3986,robertskayla@example.org,67f124f4dc8cd54a2496f5fa5cef150ee8929f8d142869b2adffcd8ec10d9aa8,2021-12-29,False,,[],False
PAT000158,Julie,Cox,2016-10-12,9,Other,91159 King Mount,Shelbyshire,FM,30282,(302)519-1699x2081,clarkgary@example.org,084657b023c10c1aee98fbd27f5ac08c871e0daf79637155d950064cde4928a1,2022-08-21,False,,[],False
PAT000159,Denise,Mills,1961-12-06,64,F,86814 Anne Lodge,Ronniefurt,ID,59412,+1-413-836-0445,jane79@example.net,bf96e44bdd4a73bf8a1cc3a844408be266d80eb984b4046a626b97011c510aa6,2023-10-11,False,,[],False
PAT000160,Beth,Thompson,1935-02-12,90,Other,9519 Sheila Creek Suite 612,Kochton,OH,19122,+1-385-925-5364x242,smithnancy@example.net,7feac605f907dfcd3faef656ebef5fa985ade8bfe286e59d56c91799a6f2b35f,2023-12-24,False,,['hypertension'],False
PAT000161,Diane,Conner,2020-12-23,4,F,5250 Schmitt Vista Apt. 630,Hillbury,SC,59317,772-610-9605x560,joelhall@example.com,de599f78173f878412a4e651407acfc22e95e442130e4191dbc3c9ffb00eb531,2023-06-04,False,,[],False
PAT000162,Daniel,Simmons,2012-06-29,13,M,3149 Stephanie Garden,North Alexanderchester,ID,82716,(336)479-3421,marshalldeanna@example.net,421d9b3bd27be4e41cead90c293b3e4091cb0804170e84f737e0b52c79945680,2024-03-11,False,,[],False
PAT000163,Kristine,Ellis,1940-05-03,85,Other,6619 Brian Prairie,South Rubenland,SD,25799,+1-776-671-8025x8399,amy87@example.com,cfedc577cf84c954cca37f32b43aeaac579306466a2012915fdac0a1fdff00a1,2025-03-08,False,,"['hypertension', 'heart_disease']",False
PAT000164,James,Barber,1947-01-16,78,M,4900 David Trail Apt. 819,Garybury,UT,48216,454.325.1054x42520,ljarvis@example.com,b381bdee792bcc0f071e0bf8cdb62f1324962710df5403abee37902ae874587b,2023-08-02,True,2024-10-07,['diabetes'],False
PAT000165,Amanda,Ellis,1946-07-14,79,Other,41400 Rodriguez Ranch,Smithstad,IL,60229,535-787-4479x2789,rodriguezmatthew@example.org,b425af8a24f6e34afa69132ada2b0cd17ca9aa928cb7f7401138c8e666b76f60,2021-05-13,False,,['hypertension'],False
PAT000166,Lisa,Mcconnell,1981-11-18,44,Other,95536 Olivia Spurs,Lake Shawnmouth,GU,64499,(721)811-4968,james88@example.org,0ac6512f35f07531326d2268aa9c7dcb989813d135678489e988cf53971be006,2021-12-17,False,,[],False
PAT000167,James,Delgado,1996-10-19,29,M,552 Tracy Isle Apt. 454,West Melindaton,KY,57593,(515)574-2591x8525,gregoryashley@example.com,6d4b24e55ac373ce7104e0ea605bd1fa14c23c0dbe4186352cec9ad63cd62a6f,2021-07-26,False,,[],False
PAT000168,John,Cisneros,1986-07-21,39,M,1481 Tara Wells Suite 950,Lake Scottmouth,WI,00870,885-347-6116x843,tylerellis@example.org,31e6e514393eb7efc41f2cc5749371af332f07ab5ea0e3da3ee15bd873dc8ffa,2025-01-17,False,,[],False
PAT000169,Jennifer,Waller,1992-04-22,33,F,2497 Holly Ways Suite 224,East Angela,IN,66050,9505759524,heather96@example.com,3a8f6faa7a1249f4ecafaa573e2615b6bfb92255ee3366220e3c9b431bf55881,2025-10-01,False,,[],False
PAT000170,Michael,Brown,1985-08-20,40,M,94373 Chung Crest Apt. 685,North Jennifertown,NV,89811,636-507-9051x2046,amandaking@example.org,2c61bc176a195f839f172e31eb7ab2e12fa400eedf20953d4c932870a657595b,2024-02-29,False,,[],False
PAT000171,Angela,Lewis,2022-01-20,3,Other,5467 Mclaughlin Spring Apt. 534,Thompsonville,LA,53502,(549)463-4917,williamkhan@example.org,ce4a86216a7cff155fd78c1adc2008415f0d9c2ebfbc338a6c3969c31833ddf0,2024-06-24,False,,[],False
PAT000172,Tami,Tapia,1979-04-16,46,Other,38351 Brown Grove,Berrymouth,DE,63911,(745)648-9323,oramirez@example.com,235885cdd1760d04f5d02f17a987261119aa8391e7fc047ff13cdaf628098af9,2024-10-20,False,,[],False
PAT000173,Karen,Schaefer,1976-05-04,49,F,88740 Greene Ports,Melindafort,NE,30506,(466)625-9286x37383,tstewart@example.com,f0414e544a5f75c76ace59b5d4706b3671347085caefe19b9c2d09d4b200eee9,2022-11-13,False,,[],False
PAT000174,Kristi,Walker,2001-01-26,24,F,74042 Johnson Place,South Sarabury,CA,28222,922-211-5258x615,bgrimes@example.com,0d3d08e03004e1ce3f61afce6c4dd6387abb36bd15a8ac291252ca5df49b42cf,2022-12-04,False,,[],False
PAT000175,Amy,Walker,1951-10-25,74,F,046 Holt Square Apt. 208,South Kevin,CA,74886,001-279-562-6038,duncanrebecca@example.com,efcbe5721982952de617336a2e2e01300db9630151b604ebf971f9d5f0a22a81,2023-07-25,False,,['hypertension'],False
PAT000176,Samantha,Brewer,1985-06-24,40,F,5169 Chan Cape,New Rachelmouth,UT,56518,001-727-328-5373x506,wcastillo@example.com,b15c4f972760dcb1413627a911c155426a6f4b6346e6aaf600bf65b2a4ddfbfa,2022-07-24,False,,[],False
PAT000177,Alexandra,Jenkins,1938-08-01,87,F,69341 Dougherty Courts,Hardinborough,NY,91210,(978)253-2222,andersonmarcus@example.org,e51122059c391164eeb9f0480851844d64a46948eda42a1167d9470e308ff735,2022-12-03,False,,['hypertension'],False
PAT000178,Christina,Porter,1992-08-29,33,Other,630 Howell Center Apt. 699,West Melissaborough,TN,07316,+1-354-266-3699x86942,joshua33@example.com,4a951042c251d0792228ee17a07ba556bb83ffb2d3a7820c3df10beb4a085625,2023-09-01,False,,[],False
PAT000179,Robin,Goodman,1955-11-05,70,F,46373 Leah Port,New Tonyton,CO,95482,721.628.4602,hortonjessica@example.com,cdc0603c9ca9ae033bca22aa813afdcc670bb29a38f361e9ab59677a5dc1d47d,2024-02-18,False,,['hypertension'],False
PAT000180,Robin,Rose,1951-03-26,74,Other,651 Navarro Shoals Apt. 070,Woodston,AK,43175,444-650-7256x4286,smithjulie@example.com,071492b1dc6a79c9fb2ae79dd312fd32172388ee75f6ee2bb98541090793238f,2022-09-20,False,,"['diabetes', 'heart_disease']",False
PAT000181,Heidi,Brewer,1937-12-10,88,F,5169 Chan Cape,New Rachelmouth,UT,56518,(776)662-9977x825,katherineblankenship@example.org,9e2c373a684fb4b24327eea8fe9693042e6cf6fa8e6d9b5fa2bfbc2a8d4e2755,2024-02-25,False,,['diabetes'],False
PAT000182,David,Price,2004-11-08,21,M,46732 Nicholas Motorway,Bryanstad,NM,32132,329-338-5568x67177,corywilliams@example.org,d0a9dbefbb72f21c97f86dc2a640a6c4554b9968300e2e9b5b30abdb3d9e285b,2023-05-29,False,,[],False
PAT000183,Summer,Taylor,1970-01-17,55,Other,867 Sutton Burg Suite 309,North Anna,NM,29202,001-433-206-0193x06994,kerri42@example.net,51b225b1185fd38475b8e7f91d660463f8ddd57b78529fc8f9fa7ce9949971cf,2024-03-24,False,,[],False
PAT000184,Julie,Collins,1963-11-03,62,F,693 Edward Mall,South Kendramouth,IL,18734,+1-968-586-2447x970,fletcherjennifer@example.com,9692826a28dde200a1b3dbf962dbfea915ab4c41c10655ad123b211713690472,2023-03-15,False,,['diabetes'],False
PAT000185,Luis,Miller,1941-06-09,84,M,868 Ayers Tunnel,South Sandra,RI,77753,5993581038,torresdaniel@example.org,297d1f7f5ba63000f965eb45df7388bb1bd97b678d1641701120f62c45c7ea9e,2024-09-11,False,,[],False
PAT000186,Mary,Allen,2019-02-04,6,F,693 Edward Mall,South Kendramouth,IL,18734,4699126708,hwhite@example.com,a28f9fc5c8be45bc8f084ff3e27ff65cb17d293a15137057cc2ba0562a77ac29,2023-05-12,False,,[],False
PAT000187,Kara,Kim,2017-07-25,8,Other,40301 Long Lakes Apt. 137,Pettychester,KS,46283,324-769-6273,wmartinez@example.org,149614befb28312893db725bcaa47b7defdbe6e71d78c780004c22048855fa4b,2023-04-29,False,,[],False
PAT000188,Tara,Hernandez,1962-02-21,63,F,337 Ward Mountain Apt. 197,Meghanside,IL,43474,001-231-794-8961x5658,jbryan@example.net,e58dc76ef9bf1c0dbb6e8e57001778bec66a303fe629a69ada133824391ae30e,2025-03-08,False,,['diabetes'],False
PAT000189,Andrea,Bell,2003-09-20,22,Other,65886 Brett Roads,Samanthaport,DE,85578,639.603.2398x0214,whitejohn@example.org,5be066f4b978e6fbdefbeab2f3852c822aa6b5830f6171b25aee891f952ddcf2,2022-01-20,False,,[],False
PAT000190,Jaime,Torres,1963-04-27,62,Other,07172 Martinez Gateway,Blackwelltown,WV,62427,001-743-235-4771,julie20@example.net,251914b199e4dccd0a5f4a992c066a96d8af51702cbcce0b8a29bdec317da8fb,2020-12-18,False,,['diabetes'],False
PAT000191,Theresa,Williams,1985-03-02,40,F,5395 Watkins Cliff,Lake Adam,CA,81522,769-451-0173,hernandezmaria@example.com,cdd8ec97aae21dcaf459955bb6b7d9961830e84dd81b141a859019d1963fe70c,2021-08-08,False,,[],False
PAT000192,Kimberly,Thomas,1948-04-09,77,F,89088 Karen Mission,West Williamland,OH,10974,001-959-254-3244x660,derekbaker@example.net,734bc001311814038b8cb572e057dcf330f80b0d53629de5f6c4295d128b9ae9,2021-07-03,False,,[],False
PAT000193,Donna,Rogers,2016-03-06,9,F,8321 Tracy Plain,South Janetview,SC,00539,756-231-0244,craigperry@example.net,b21f78a53b7a6487b6061aa3cdf708483bc1e831a932efabdec4b01c5f2d3d84,2023-07-13,False,,[],False
PAT000194,Catherine,Martinez,1964-12-27,60,F,65886 Brett Roads,Samanthaport,DE,85578,264.666.8077x50112,bonnie83@example.com,226061e19c5281cc50f60fdeb4138484a66833127bf5944fc85a86cbd829fdd9,2023-05-19,False,,[],False
PAT000195,Christine,Tyler,1999-03-25,26,Other,96837 Erika Circles,East Michael,WV,73350,771-615-1156x5594,william72@example.net,134fc75a51afbe024c8bdcab7f6ede86b804b4ca2ac3b1684907f3e89d0b9fb9,2025-09-06,False,,[],False
PAT000196,Angela,Shepherd,1972-08-07,53,F,04170 Christopher Ramp,East Andrea,TN,34856,516.602.1085,ygardner@example.org,1bf79fb8ae093b335b5e9e9ce72f33a038011c292dcf6f73dbc703d233e78db1,2021-07-27,False,,['hypertension'],False
PAT000197,Heidi,Moran,1972-09-21,53,Other,28125 Jasmine Trace Suite 055,Michaelshire,AR,94600,803-883-0125,owallace@example.com,033f6dd3c802dc0e7d0e53d6eec323f8d01d716ae490fc11525ee7067fedf2b2,2024-01-08,False,,['diabetes'],False
PAT000198,Christine,Mitchell,1966-03-19,59,Other,3931 Stephanie Hollow,Lake Adam,OK,49814,+1-727-707-1036x942,karicook@example.com,1f4119fc5989534fa36465912728930729e2f8409bb9101e9efe48fb48497fc1,2025-06-24,False,,[],False
PAT000199,Jacob,Pitts,1961-01-10,64,M,283 Garcia Forest Suite 206,Bennettmouth,MH,72265,001-475-702-8993,loribridges@example.com,86c97fe4f75666ac2b9e14ef128cc3248586035b1b04abc5a623c719509fb80f,2021-12-24,False,,['hypertension'],False
PAT000200,Scott,Adams,1948-09-30,77,M,70304 Oliver Ville,West Manuelshire,MT,08759,232-454-1510x498,,17efed3ad5267154b209542c314a48a0473e12f9f2b46e89b27fc5238ff2024c,2024-08-05,False,,['heart_disease'],True
PAT000201,Theresa,Rogers,1948-03-12,77,F,65467 Brian Row Suite 347,West Sharonfort,IL,22811,+1-831-716-9155,georgedavid@example.net,fa1423ef3e0ea5686cf161734074f3b9c4a2b991d40870107b68bdc470fcb65d,2023-03-07,False,,"['hypertension', 'heart_disease']",False
